0,2597
1,2795
2,3327
3,1743
4,2347
5,3087
6,5980
7,983
8,3674
9,907
10,831
11,2742
12,849
13,696
14,834
15,961
16,851
17,466
18,1046
19,682
20,791
21,376
22,1121
23,289
24,611
25,789
26,912
27,463
28,692
29,892
30,847
31,619
32,527
33,753
34,241
35,498
36,665
37,273
38,286
39,277
40,494
41,500
42,596
43,815
44,243
45,694
46,601
47,564
48,662
49,235
50,208
51,404
52,748
53,302
54,182
55,205
56,580
57,617
58,220
59,414
60,212
61,215
62,674
63,703
64,710
65,229
66,407
67,587
68,449
69,399
70,221
71,221
72,446
73,180
74,609
75,360
76,468
77,628
78,232
79,202
80,432
81,242
82,649
83,192
84,341
85,415
86,224
87,650
88,241
89,174
90,176
91,521
92,145
93,479
94,146
95,181
96,759
97,164
98,216
99,206
100,192
101,705
102,152
103,462
104,166
105,252
106,390
107,359
108,168
109,554
110,427
111,620
112,490
113,141
114,234
115,220
116,157
117,248
118,198
119,545
120,334
121,164
122,468
123,233
124,155
125,349
126,681
127,146
128,171
129,488
130,440
131,151
132,250
133,226
134,123
135,226
136,362
137,283
138,240
139,159
140,201
141,155
142,171
143,386
144,190
145,225
146,155
147,207
148,494
149,512
150,329
151,119
152,161
153,404
154,547
155,131
156,246
157,254
158,341
159,125
160,235
161,326
162,298
163,470
164,132
165,131
166,343
167,201
168,222
169,228
170,141
171,135
172,229
173,253
174,228
175,702
176,237
177,141
178,156
179,183
180,416
181,218
182,214
183,278
184,214
185,196
186,235
187,119
188,247
189,201
190,395
191,117
192,451
193,538
194,224
195,149
196,121
197,131
198,438
199,368
200,239
201,206
202,151
203,161
204,168
205,133
206,113
207,396
208,591
209,206
210,407
211,163
212,255
213,147
214,119
215,195
216,298
217,247
218,139
219,121
220,186
221,155
222,107
223,125
224,121
225,220
226,178
227,182
228,117
229,109
230,133
231,127
232,327
233,563
234,206
235,123
236,358
237,582
238,111
239,200
240,107
241,200
242,336
243,107
244,135
245,221
246,127
247,135
248,320
249,314
250,348
251,285
252,135
253,107
254,229
255,107
256,218
257,131
258,291
259,107
260,115
261,188
262,177
263,150
264,398
265,170
266,107
267,123
268,129
269,123
270,111
271,387
272,111
273,119
274,135
275,111
276,219
277,107
278,178
279,334
280,338
281,364
282,107
283,133
284,107
285,107
286,182
287,178
288,115
289,204
290,446
291,176
292,107
293,113
294,119
295,107
296,107
297,107
298,125
299,148
300,162
301,372
302,328
303,166
304,321
305,357
306,111
307,115
308,107
309,111
310,107
311,278
312,172
313,298
314,355
315,381
316,156
317,289
318,156
319,134
320,512
321,162
322,184
323,107
324,107
325,107
326,109
327,107
328,156
329,338
330,158
331,107
332,190
333,125
334,224
335,131
336,107
337,107
338,107
339,162
340,107
341,107
342,107
343,107
344,107
345,115
346,107
347,107
348,115
349,107
350,119
351,107
352,111
353,107
354,107
355,119
356,111
357,136
358,160
359,107
360,107
361,125
362,107
363,107
364,107
365,107
366,107
367,148
368,156
369,107
370,107
371,107
372,115
373,107
374,107
375,107
376,107
377,107
378,107
379,107
380,107
381,107
382,107
383,107
384,107
385,107
386,146
387,107
388,111
389,107
390,107
391,107
392,125
393,107
394,107
395,107
396,107
397,107
398,150
399,150
400,302
401,142
402,107
403,107
404,107
405,107
406,107
407,107
408,107
409,107
410,107
411,107
412,107
413,107
414,107
415,107
416,107
417,107
418,107
419,107
420,107
421,107
422,107
423,107
424,107
425,107
426,107
427,107
428,107
429,107
430,107
431,107
432,107
433,107
434,107
435,107
436,107
437,107
438,107
439,107
440,107
441,107
442,107
443,107
444,107
445,107
446,107
447,107
448,107
449,107
450,107
451,107
452,107
453,107
454,107
455,107
456,107
457,107
458,107
459,107
460,107
461,107
462,107
463,107
464,107
465,107
466,107
467,107
468,107
469,107
470,107
471,107
472,107
473,107
474,107
475,107
476,107
477,107
478,107
479,107
480,107
481,107
482,107
483,107
484,107
485,107
486,107
487,107
488,107
489,107
490,107
491,107
492,107
493,107
494,107
495,107
496,107
497,107
498,107
499,107
